created_at,entry_id,humidity (%),temperature (DegCel),light intensity
2022-02-15T00:15:28+01:00,56,80,26.3,"1024.00

"
2022-02-15T00:15:44+01:00,57,80,26.3,"1024.00

"
2022-02-15T00:16:00+01:00,58,80,26.3,"1024.00

"
2022-02-15T00:16:16+01:00,59,80,26.4,"1024.00

"
2022-02-15T00:16:33+01:00,60,80,26.3,"1024.00

"
2022-02-15T00:16:51+01:00,61,80,26.3,"1024.00

"
2022-02-15T00:17:08+01:00,62,80,26.3,"1024.00

"
2022-02-15T00:17:26+01:00,63,80,26.3,"1024.00

"
2022-02-15T00:17:44+01:00,64,80,26.3,"1024.00

"
2022-02-15T00:18:02+01:00,65,80,26.3,"1024.00

"
2022-02-15T00:18:17+01:00,66,80,26.3,"1024.00

"
2022-02-15T00:18:34+01:00,67,80,26.3,"1024.00

"
2022-02-15T00:18:54+01:00,68,80,26.3,"1024.00

"
2022-02-15T00:19:15+01:00,69,80,26.3,"1024.00

"
2022-02-15T00:19:31+01:00,70,80,26.3,"1024.00

"
2022-02-15T00:19:51+01:00,71,80,26.3,"1024.00

"
2022-02-15T00:20:10+01:00,72,80,26.3,"1024.00

"
2022-02-15T00:20:29+01:00,73,80,26.3,"1024.00

"
2022-02-15T00:20:44+01:00,74,80,26.3,"1024.00

"
2022-02-15T00:21:00+01:00,75,80,26.3,"1024.00

"
2022-02-15T00:21:19+01:00,76,80,26.3,"1024.00

"
2022-02-15T00:21:34+01:00,77,80,26.3,"1024.00

"
2022-02-15T00:21:50+01:00,78,80,26.3,"1024.00

"
2022-02-15T00:22:05+01:00,79,80,26.3,"1024.00

"
2022-02-15T00:22:24+01:00,80,80,26.3,"1024.00

"
2022-02-15T00:22:40+01:00,81,80,26.3,"1024.00

"
2022-02-15T00:22:56+01:00,82,80,26.3,"1024.00

"
2022-02-15T00:23:14+01:00,83,80,26.3,"1024.00

"
2022-02-15T00:23:32+01:00,84,80,26.3,"1024.00

"
2022-02-15T00:23:47+01:00,85,80,26.2,"1024.00

"
2022-02-15T00:24:04+01:00,86,80,26.2,"1024.00

"
2022-02-15T00:24:19+01:00,87,80,26.2,"1024.00

"
2022-02-15T00:24:35+01:00,88,80,26.1,"1024.00

"
2022-02-15T00:24:51+01:00,89,80,26.1,"1024.00

"
2022-02-15T00:25:08+01:00,90,80,26.1,"1024.00

"
2022-02-15T00:25:24+01:00,91,80,26.1,"1024.00

"
2022-02-15T00:25:40+01:00,92,82,26.1,"1024.00

"
2022-02-15T00:25:57+01:00,93,82,26.2,"1024.00

"
2022-02-15T00:26:13+01:00,94,82,26.2,"1024.00

"
2022-02-15T00:26:32+01:00,95,80,26.2,"1024.00

"
2022-02-15T00:26:51+01:00,96,80,26.2,"1024.00

"
2022-02-15T00:27:06+01:00,97,80,26.2,"1024.00

"
2022-02-15T00:27:25+01:00,98,80,26.2,"1024.00

"
2022-02-15T00:27:41+01:00,99,80,26.2,"1024.00

"
2022-02-15T00:27:58+01:00,100,80,26.1,"1024.00

"
2022-02-15T00:28:18+01:00,101,80,26.1,"1024.00

"
2022-02-15T00:28:33+01:00,102,80,26.1,"1024.00

"
2022-02-15T00:28:50+01:00,103,82,26.1,"1024.00

"
2022-02-15T00:29:07+01:00,104,82,26.1,"1024.00

"
2022-02-15T00:29:23+01:00,105,82,26.1,"1024.00

"
2022-02-15T00:29:41+01:00,106,82,26,"1024.00

"
2022-02-15T00:29:59+01:00,107,82,26.1,"1024.00

"
2022-02-15T00:30:15+01:00,108,82,26.1,"1024.00

"
2022-02-15T00:30:30+01:00,109,82,26.1,"1024.00

"
2022-02-15T00:30:46+01:00,110,82,26.1,"1024.00

"
2022-02-15T00:31:04+01:00,111,82,26.1,"1024.00

"
2022-02-15T00:31:20+01:00,112,82,26.1,"1024.00

"
2022-02-15T00:31:37+01:00,113,82,26.1,"1024.00

"
2022-02-15T00:31:53+01:00,114,82,26,"1024.00

"
2022-02-15T00:32:10+01:00,115,82,26,"1024.00

"
2022-02-15T00:32:25+01:00,116,82,26,"1024.00

"
2022-02-15T00:32:44+01:00,117,82,26,"1024.00

"
2022-02-15T00:33:01+01:00,118,82,26,"1024.00

"
2022-02-15T00:33:16+01:00,119,82,26,"1024.00

"
2022-02-15T00:33:31+01:00,120,82,26,"1024.00

"
2022-02-15T00:33:47+01:00,121,82,26,"1024.00

"
2022-02-15T00:34:02+01:00,122,82,26,"1024.00

"
2022-02-15T00:34:18+01:00,123,82,26,"1024.00

"
2022-02-15T00:34:34+01:00,124,82,26,"1024.00

"
2022-02-15T00:34:49+01:00,125,82,26,"1024.00

"
2022-02-15T00:35:05+01:00,126,82,26,"1024.00

"
2022-02-15T00:35:24+01:00,127,82,26,"1024.00

"
2022-02-15T00:35:42+01:00,128,82,26,"1024.00

"
2022-02-15T00:35:58+01:00,129,82,26,"1024.00

"
2022-02-15T00:36:14+01:00,130,82,26,"1024.00

"
2022-02-15T00:36:32+01:00,131,82,26.1,"1024.00

"
2022-02-15T00:36:48+01:00,132,82,26.1,"1024.00

"
2022-02-15T00:37:08+01:00,133,82,26.1,"1024.00

"
2022-02-15T00:37:24+01:00,134,82,26.1,"1024.00

"
2022-02-15T00:37:41+01:00,135,82,26.1,"1024.00

"
2022-02-15T00:37:57+01:00,136,82,26.1,"1024.00

"
2022-02-15T00:38:13+01:00,137,82,26,"1024.00

"
2022-02-15T00:38:29+01:00,138,82,26,"1024.00

"
2022-02-15T00:38:44+01:00,139,82,26,"1024.00

"
2022-02-15T00:38:59+01:00,140,82,26,"1024.00

"
2022-02-15T00:39:16+01:00,141,82,26,"1024.00

"
2022-02-15T00:39:31+01:00,142,82,26,"1024.00

"
2022-02-15T00:39:46+01:00,143,82,25.9,"1024.00

"
2022-02-15T00:40:02+01:00,144,82,25.9,"1024.00

"
2022-02-15T00:40:18+01:00,145,82,25.9,"1024.00

"
2022-02-15T00:40:33+01:00,146,82,25.9,"1024.00

"
2022-02-15T00:40:49+01:00,147,82,26,"1024.00

"
2022-02-15T00:41:07+01:00,148,82,26,"1024.00

"
2022-02-15T00:41:23+01:00,149,82,25.9,"1024.00

"
2022-02-15T00:41:42+01:00,150,82,25.9,"1024.00

"
2022-02-15T00:41:57+01:00,151,82,25.9,"1024.00

"
2022-02-15T00:42:14+01:00,152,82,25.9,"1024.00

"
2022-02-15T00:42:29+01:00,153,82,25.9,"1024.00

"
2022-02-15T00:42:46+01:00,154,82,25.9,"1024.00

"
2022-02-15T00:43:03+01:00,155,82,25.9,"1024.00

"
2022-02-15T00:43:18+01:00,156,82,25.9,"1024.00

"
2022-02-15T00:43:35+01:00,157,82,25.9,"1024.00

"
2022-02-15T00:43:55+01:00,158,82,25.9,"1024.00

"
2022-02-15T00:44:10+01:00,159,82,25.9,"1024.00

"
2022-02-15T00:44:35+01:00,160,82,25.9,"1024.00

"
2022-02-15T00:44:53+01:00,161,82,25.9,"1024.00

"
2022-02-15T00:45:11+01:00,162,82,25.9,"1024.00

"
2022-02-15T00:45:32+01:00,163,82,25.9,"1024.00

"
2022-02-15T00:45:51+01:00,164,82,25.9,"1024.00

"
2022-02-15T00:46:12+01:00,165,82,25.9,"1024.00

"
2022-02-15T00:46:28+01:00,166,82,25.9,"1024.00

"
2022-02-15T00:46:43+01:00,167,82,25.9,"1024.00

"
2022-02-15T00:47:02+01:00,168,82,25.8,"1024.00

"
2022-02-15T00:47:19+01:00,169,82,25.8,"1024.00

"
2022-02-15T00:47:38+01:00,170,82,25.8,"1024.00

"
2022-02-15T00:47:57+01:00,171,82,25.8,"1024.00

"
2022-02-15T00:48:12+01:00,172,82,25.8,"1024.00

"
2022-02-15T00:48:27+01:00,173,82,25.8,"1024.00

"
2022-02-15T00:48:43+01:00,174,82,25.8,"1024.00

"
2022-02-15T00:49:01+01:00,175,82,25.8,"1024.00

"
2022-02-15T00:49:17+01:00,176,82,25.8,"1024.00

"
2022-02-15T00:49:33+01:00,177,82,25.8,"1024.00

"
2022-02-15T00:49:48+01:00,178,82,25.7,"1024.00

"
2022-02-15T00:50:08+01:00,179,82,25.7,"1024.00

"
2022-02-15T00:50:25+01:00,180,82,25.7,"1024.00

"
2022-02-15T00:50:45+01:00,181,83,25.6,"1024.00

"
2022-02-15T00:51:00+01:00,182,83,25.6,"1024.00

"
2022-02-15T00:51:18+01:00,183,83,25.6,"1024.00

"
2022-02-15T00:51:34+01:00,184,83,25.7,"1024.00

"
2022-02-15T00:51:52+01:00,185,83,25.7,"1024.00

"
2022-02-15T00:52:09+01:00,186,83,25.7,"1024.00

"
2022-02-15T00:52:26+01:00,187,83,25.7,"1024.00

"
2022-02-15T00:52:41+01:00,188,83,25.6,"1024.00

"
2022-02-15T00:53:00+01:00,189,83,25.7,"1024.00

"
2022-02-15T00:53:17+01:00,190,83,25.7,"1024.00

"
2022-02-15T00:53:33+01:00,191,83,25.6,"1024.00

"
2022-02-15T00:53:49+01:00,192,83,25.6,"1024.00

"
2022-02-15T00:54:05+01:00,193,83,25.7,"1024.00

"
2022-02-15T00:54:21+01:00,194,83,25.7,"1024.00

"
2022-02-15T00:54:38+01:00,195,83,25.7,"1024.00

"
2022-02-15T00:54:54+01:00,196,83,25.7,"1024.00

"
2022-02-15T00:55:10+01:00,197,83,25.7,"1024.00

"
2022-02-15T00:55:25+01:00,198,83,25.7,"1024.00

"
2022-02-15T00:55:42+01:00,199,83,25.6,"1024.00

"
2022-02-15T00:55:58+01:00,200,83,25.6,"1024.00

"
2022-02-15T00:56:17+01:00,201,83,25.6,"1024.00

"
2022-02-15T00:56:32+01:00,202,83,25.6,"1024.00

"
2022-02-15T00:56:50+01:00,203,83,25.6,"1024.00

"
2022-02-15T00:57:11+01:00,204,83,25.6,"1024.00

"
2022-02-15T00:57:26+01:00,205,83,25.6,"1024.00

"
2022-02-15T00:57:44+01:00,206,83,25.6,"1024.00

"
2022-02-15T00:58:01+01:00,207,83,25.6,"1024.00

"
2022-02-15T00:58:16+01:00,208,83,25.6,"1024.00

"
2022-02-15T00:58:32+01:00,209,83,25.6,"1024.00

"
2022-02-15T00:58:48+01:00,210,83,25.7,"1024.00

"
2022-02-15T00:59:04+01:00,211,83,25.7,"1024.00

"
2022-02-15T00:59:20+01:00,212,83,25.6,"1024.00

"
2022-02-15T00:59:37+01:00,213,83,25.6,"1024.00

"
2022-02-15T00:59:53+01:00,214,83,25.7,"1024.00

"
2022-02-15T01:00:13+01:00,215,83,25.7,"1024.00

"
2022-02-15T01:00:29+01:00,216,83,25.6,"1024.00

"
2022-02-15T01:00:44+01:00,217,83,25.6,"1024.00

"
2022-02-15T01:01:00+01:00,218,83,25.6,"1024.00

"
2022-02-15T01:01:17+01:00,219,83,25.6,"1024.00

"
2022-02-15T01:01:34+01:00,220,83,25.6,"1024.00

"
2022-02-15T01:01:49+01:00,221,83,25.6,"1024.00

"
2022-02-15T01:02:06+01:00,222,83,25.6,"1024.00

"
2022-02-15T01:02:21+01:00,223,83,25.6,"1024.00

"
2022-02-15T01:02:40+01:00,224,83,25.6,"1024.00

"
2022-02-15T01:02:55+01:00,225,83,25.6,"1024.00

"
2022-02-15T01:03:16+01:00,226,83,25.6,"1024.00

"
2022-02-15T01:03:37+01:00,227,83,25.6,"1024.00

"
2022-02-15T01:03:53+01:00,228,83,25.6,"1024.00

"
2022-02-15T01:04:09+01:00,229,83,25.6,"1024.00

"
2022-02-15T01:04:25+01:00,230,83,25.6,"1024.00

"
2022-02-15T01:04:40+01:00,231,83,25.6,"1024.00

"
2022-02-15T01:04:56+01:00,232,83,25.6,"1024.00

"
2022-02-15T01:05:12+01:00,233,83,25.6,"1024.00

"
2022-02-15T01:05:27+01:00,234,83,25.6,"1024.00

"
2022-02-15T01:05:43+01:00,235,83,25.6,"1024.00

"
2022-02-15T01:05:58+01:00,236,83,25.6,"1024.00

"
2022-02-15T01:06:15+01:00,237,83,25.5,"1024.00

"
2022-02-15T01:06:30+01:00,238,83,25.5,"1024.00

"
2022-02-15T01:06:46+01:00,239,83,25.5,"1024.00

"
2022-02-15T01:07:02+01:00,240,83,25.5,"1024.00

"
2022-02-15T01:07:18+01:00,241,83,25.5,"1024.00

"
2022-02-15T01:07:33+01:00,242,83,25.5,"1024.00

"
2022-02-15T01:07:49+01:00,243,83,25.5,"1024.00

"
2022-02-15T01:08:05+01:00,244,83,25.5,"1024.00

"
2022-02-15T01:08:21+01:00,245,83,25.5,"1024.00

"
2022-02-15T01:08:37+01:00,246,83,25.5,"1024.00

"
2022-02-15T01:08:54+01:00,247,83,25.5,"1024.00

"
2022-02-15T01:09:13+01:00,248,83,25.5,"1024.00

"
2022-02-15T01:09:34+01:00,249,83,25.5,"1024.00

"
2022-02-15T01:09:49+01:00,250,83,25.5,"1024.00

"
2022-02-15T01:10:06+01:00,251,83,25.5,"1024.00

"
2022-02-15T01:10:23+01:00,252,83,25.5,"1024.00

"
2022-02-15T01:10:39+01:00,253,83,25.5,"1024.00

"
2022-02-15T01:10:56+01:00,254,83,25.5,"1024.00

"
2022-02-15T01:11:12+01:00,255,83,25.4,"1024.00

"
2022-02-15T01:11:28+01:00,256,83,25.4,"1024.00

"
2022-02-15T01:11:44+01:00,257,83,25.4,"1024.00

"
2022-02-15T01:11:59+01:00,258,83,25.4,"1024.00

"
2022-02-15T01:12:15+01:00,259,83,25.4,"1024.00

"
2022-02-15T01:12:30+01:00,260,83,25.4,"1024.00

"
2022-02-15T01:12:46+01:00,261,83,25.4,"1024.00

"
2022-02-15T01:13:07+01:00,262,83,25.4,"1024.00

"
2022-02-15T01:13:23+01:00,263,83,25.4,"1024.00

"
2022-02-15T01:13:42+01:00,264,83,25.4,"1024.00

"
2022-02-15T01:14:00+01:00,265,83,25.4,"1024.00

"
2022-02-15T01:14:16+01:00,266,84,25.4,"1024.00

"
2022-02-15T01:14:36+01:00,267,84,25.4,"1024.00

"
2022-02-15T01:14:59+01:00,268,84,25.4,"1024.00

"
2022-02-15T01:15:16+01:00,269,84,25.4,"1024.00

"
2022-02-15T01:15:32+01:00,270,84,25.4,"1024.00

"
2022-02-15T01:15:47+01:00,271,83,25.4,"1024.00

"
2022-02-15T01:16:03+01:00,272,84,25.4,"1024.00

"
2022-02-15T01:16:19+01:00,273,84,25.3,"1024.00

"
2022-02-15T01:16:35+01:00,274,84,25.3,"1024.00

"
2022-02-15T01:16:51+01:00,275,84,25.3,"1024.00

"
2022-02-15T01:17:06+01:00,276,84,25.3,"1024.00

"
2022-02-15T01:17:22+01:00,277,84,25.3,"1024.00

"
2022-02-15T01:17:39+01:00,278,84,25.3,"1024.00

"
2022-02-15T01:17:55+01:00,279,84,25.2,"1024.00

"
2022-02-15T01:18:12+01:00,280,84,25.3,"1024.00

"
2022-02-15T01:18:27+01:00,281,84,25.3,"1024.00

"
2022-02-15T01:18:43+01:00,282,84,25.2,"1024.00

"
2022-02-15T01:19:01+01:00,283,84,25.2,"1024.00

"
2022-02-15T01:19:21+01:00,284,84,25.2,"1024.00

"
2022-02-15T01:19:37+01:00,285,84,25.3,"1024.00

"
2022-02-15T01:19:56+01:00,286,84,25.3,"1024.00

"
2022-02-15T01:20:16+01:00,287,84,25.3,"1024.00

"
2022-02-15T01:20:31+01:00,288,84,25.3,"1024.00

"
2022-02-15T01:20:48+01:00,289,84,25.3,"1024.00

"
2022-02-15T01:21:04+01:00,290,84,25.3,"1024.00

"
2022-02-15T01:21:21+01:00,291,84,25.2,"1024.00

"
2022-02-15T01:21:41+01:00,292,84,25.2,"1024.00

"
2022-02-15T01:21:57+01:00,293,84,25.2,"1024.00

"
2022-02-15T01:22:15+01:00,294,84,25.2,"1024.00

"
2022-02-15T01:22:31+01:00,295,84,25.2,"1024.00

"
2022-02-15T01:22:46+01:00,296,84,25.2,"1024.00

"
2022-02-15T01:23:03+01:00,297,84,25.2,"1024.00

"
2022-02-15T01:23:19+01:00,298,84,25.2,"1024.00

"
2022-02-15T01:23:35+01:00,299,84,25.3,"1024.00

"
2022-02-15T01:23:55+01:00,300,84,25.3,"1024.00

"
2022-02-15T01:24:12+01:00,301,84,25.3,"1024.00

"
2022-02-15T01:24:31+01:00,302,84,25.2,"1024.00

"
2022-02-15T01:24:47+01:00,303,84,25.2,"1024.00

"
2022-02-15T01:25:03+01:00,304,84,25.2,"1024.00

"
2022-02-15T01:25:19+01:00,305,84,25.2,"1024.00

"
2022-02-15T01:25:34+01:00,306,84,25.2,"1024.00

"
2022-02-15T01:25:51+01:00,307,84,25.3,"1024.00

"
2022-02-15T01:26:06+01:00,308,84,25.3,"1024.00

"
2022-02-15T01:26:25+01:00,309,84,25.3,"1024.00

"
2022-02-15T01:26:45+01:00,310,84,25.3,"1024.00

"
2022-02-15T01:27:03+01:00,311,84,25.3,"1024.00

"
2022-02-15T01:27:19+01:00,312,84,25.3,"1024.00

"
2022-02-15T01:27:36+01:00,313,84,25.2,"1024.00

"
2022-02-15T01:27:51+01:00,314,84,25.2,"1024.00

"
2022-02-15T01:28:06+01:00,315,84,25.2,"1024.00

"
2022-02-15T01:28:22+01:00,316,84,25.2,"1024.00

"
2022-02-15T01:28:37+01:00,317,84,25.2,"1024.00

"
2022-02-15T01:28:53+01:00,318,84,25.2,"1024.00

"
2022-02-15T01:29:11+01:00,319,84,25.2,"1024.00

"
2022-02-15T01:29:27+01:00,320,84,25.2,"1024.00

"
2022-02-15T01:29:43+01:00,321,84,25.2,"1024.00

"
2022-02-15T01:30:00+01:00,322,84,25.2,"1024.00

"
2022-02-15T01:30:16+01:00,323,84,25.2,"1024.00

"
2022-02-15T01:30:33+01:00,324,84,25.2,"1024.00

"
2022-02-15T01:30:51+01:00,325,84,25.2,"1024.00

"
2022-02-15T01:31:06+01:00,326,84,25.2,"1024.00

"
2022-02-15T01:31:22+01:00,327,84,25.2,"1024.00

"
2022-02-15T01:31:37+01:00,328,84,25.1,"1024.00

"
2022-02-15T01:31:56+01:00,329,84,25.1,"1024.00

"
2022-02-15T01:32:16+01:00,330,84,25.1,"1024.00

"
2022-02-15T01:32:35+01:00,331,84,25.1,"1024.00

"
2022-02-15T01:32:50+01:00,332,84,25.1,"1024.00

"
2022-02-15T01:33:06+01:00,333,84,25.1,"1024.00

"
2022-02-15T01:33:21+01:00,334,84,25.2,"1024.00

"
2022-02-15T01:33:37+01:00,335,84,25.2,"1024.00

"
2022-02-15T01:33:52+01:00,336,84,25.1,"1024.00

"
2022-02-15T01:34:08+01:00,337,84,25.1,"1024.00

"
2022-02-15T01:34:23+01:00,338,84,25.2,"1024.00

"
2022-02-15T01:34:39+01:00,339,84,25.2,"1024.00

"
2022-02-15T01:34:57+01:00,340,84,25.2,"1024.00

"
2022-02-15T01:35:14+01:00,341,84,25.2,"1024.00

"
2022-02-15T01:35:31+01:00,342,84,25.2,"1024.00

"
2022-02-15T01:35:46+01:00,343,84,25.2,"1024.00

"
2022-02-15T01:36:02+01:00,344,84,25.2,"1024.00

"
2022-02-15T01:36:19+01:00,345,84,25.2,"1024.00

"
2022-02-15T01:36:37+01:00,346,84,25.2,"1024.00

"
2022-02-15T01:36:53+01:00,347,84,25.2,"1024.00

"
2022-02-15T01:37:10+01:00,348,84,25.2,"1024.00

"
2022-02-15T01:37:25+01:00,349,84,25.2,"1024.00

"
2022-02-15T01:37:42+01:00,350,84,25.2,"1024.00

"
2022-02-15T01:37:58+01:00,351,84,25.2,"1024.00

"
2022-02-15T01:38:18+01:00,352,84,25.2,"1024.00

"
2022-02-15T01:38:33+01:00,353,84,25.1,"1024.00

"
2022-02-15T01:38:52+01:00,354,84,25.2,"1024.00

"
2022-02-15T01:39:07+01:00,355,84,25.1,"1024.00

"
2022-02-15T01:39:24+01:00,356,84,25.1,"1024.00

"
2022-02-15T01:39:39+01:00,357,84,25.1,"1024.00

"
2022-02-15T01:39:55+01:00,358,84,25.1,"1024.00

"
2022-02-15T01:40:14+01:00,359,84,25.1,"1024.00

"
2022-02-15T01:40:31+01:00,360,84,25.1,"1024.00

"
2022-02-15T01:40:47+01:00,361,84,25.1,"1024.00

"
2022-02-15T01:41:03+01:00,362,84,25.1,"1024.00

"
2022-02-15T01:41:18+01:00,363,84,25.1,"1024.00

"
2022-02-15T01:41:34+01:00,364,84,25.1,"1024.00

"
2022-02-15T01:41:49+01:00,365,84,25.1,"1024.00

"
2022-02-15T01:42:08+01:00,366,84,25.1,"1024.00

"
2022-02-15T01:42:23+01:00,367,84,25.1,"1024.00

"
2022-02-15T01:42:40+01:00,368,84,25.1,"1024.00

"
2022-02-15T01:42:58+01:00,369,84,25.1,"1024.00

"
2022-02-15T01:43:15+01:00,370,84,25.1,"1024.00

"
2022-02-15T01:43:30+01:00,371,84,25.1,"1024.00

"
2022-02-15T01:43:46+01:00,372,84,25.1,"1024.00

"
2022-02-15T01:44:02+01:00,373,84,25.1,"1024.00

"
2022-02-15T01:44:17+01:00,374,84,25.1,"1024.00

"
2022-02-15T01:44:32+01:00,375,84,25.1,"1024.00

"
2022-02-15T01:44:47+01:00,376,84,25.1,"1024.00

"
2022-02-15T01:45:03+01:00,377,84,25.1,"1024.00

"
2022-02-15T01:45:21+01:00,378,84,25.1,"1024.00

"
2022-02-15T01:45:37+01:00,379,84,25.1,"1024.00

"
2022-02-15T01:45:55+01:00,380,84,25.1,"1024.00

"
2022-02-15T01:46:11+01:00,381,84,25.1,"1024.00

"
2022-02-15T01:46:27+01:00,382,84,25.1,"1024.00

"
2022-02-15T01:46:42+01:00,383,84,25.1,"1024.00

"
2022-02-15T01:46:57+01:00,384,84,25.1,"1024.00

"
2022-02-15T01:47:15+01:00,385,84,25.1,"1024.00

"
2022-02-15T01:47:33+01:00,386,84,25.1,"1024.00

"
2022-02-15T01:47:48+01:00,387,84,25,"1024.00

"
2022-02-15T01:48:03+01:00,388,84,25.1,"1024.00

"
2022-02-15T01:48:19+01:00,389,84,25.1,"1024.00

"
2022-02-15T01:48:36+01:00,390,84,25.1,"1024.00

"
2022-02-15T01:48:52+01:00,391,84,25.1,"1024.00

"
2022-02-15T01:49:08+01:00,392,84,25.1,"1024.00

"
2022-02-15T01:49:24+01:00,393,84,25.1,"1024.00

"
2022-02-15T01:49:40+01:00,394,84,25.1,"1024.00

"
2022-02-15T01:49:57+01:00,395,84,25.1,"1024.00

"
2022-02-15T01:50:14+01:00,396,84,25.1,"1024.00

"
2022-02-15T01:50:36+01:00,397,84,25,"1024.00

"
2022-02-15T01:50:52+01:00,398,84,25,"1024.00

"
2022-02-15T01:51:09+01:00,399,84,25,"1024.00

"
2022-02-15T01:51:26+01:00,400,84,25,"1024.00

"
2022-02-15T01:51:43+01:00,401,84,25,"1024.00

"
2022-02-15T01:52:00+01:00,402,84,25,"1024.00

"
2022-02-15T01:52:17+01:00,403,84,25,"1024.00

"
2022-02-15T01:52:32+01:00,404,84,25,"1024.00

"
2022-02-15T01:52:50+01:00,405,84,25,"1024.00

"
2022-02-15T01:53:06+01:00,406,84,25,"1024.00

"
2022-02-15T01:53:24+01:00,407,84,25,"1024.00

"
2022-02-15T01:53:40+01:00,408,84,25,"1024.00

"
2022-02-15T01:53:55+01:00,409,84,25,"1024.00

"
2022-02-15T01:54:12+01:00,410,84,24.9,"1024.00

"
2022-02-15T01:54:28+01:00,411,84,25,"1024.00

"
2022-02-15T01:54:43+01:00,412,84,25,"1024.00

"
2022-02-15T01:54:58+01:00,413,84,24.9,"1024.00

"
2022-02-15T01:55:15+01:00,414,84,24.9,"1024.00

"
2022-02-15T01:55:33+01:00,415,84,24.9,"1024.00

"
2022-02-15T01:55:51+01:00,416,84,24.9,"1024.00

"
2022-02-15T01:56:06+01:00,417,84,24.9,"1024.00

"
2022-02-15T01:56:21+01:00,418,84,24.9,"1024.00

"
2022-02-15T01:56:37+01:00,419,84,24.9,"1024.00

"
2022-02-15T01:56:52+01:00,420,84,24.9,"1024.00

"
2022-02-15T01:57:07+01:00,421,84,24.9,"1024.00

"
2022-02-15T01:57:25+01:00,422,84,24.9,"1024.00

"
2022-02-15T01:57:41+01:00,423,84,24.9,"1024.00

"
2022-02-15T01:57:57+01:00,424,84,24.9,"1024.00

"
2022-02-15T01:58:13+01:00,425,84,24.8,"1024.00

"
